產業類別,公司代號,公司名稱,非擔任主管職務之全時員工資訊-員工薪資總額(仟元),非擔任主管職務之全時員工資訊-員工人數-年度平均(人),非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-113年,非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-112年,員工薪資-平均數調整變動情形(%),非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-113年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-112年,員工薪資-中位數調整變動情形(%),非擔任主管職務之全時員工資訊-每股盈餘(元/股),同業公司資訊-員工薪資-平均數(仟元/人),同業公司資訊-平均每股盈餘(元/股),薪資統計情形-非經理人之全時員工薪資平均數未達50萬元,薪資統計情形-公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數低於同業水準,薪資統計情形-公司EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少),薪資統計情形-公司經營績效與員工薪酬之關聯性及合理性說明,薪資統計情形-具體改善措施說明
"通信網路業","6417","韋僑","254721","430","592","576","2.78%","480","458","4.80%","4.35","840","2.51","N","Y","N","本公司產品主要於台灣生產、製造，並高度客製化，因此員工結構中約有半數為基層生產人員(含外籍移工)，致整體平均薪資低於同業水準。","本公司啟動直接員工在職訓練方案，期待透過職能的建立、盤點及養成，協助直接員工成為多能工人才，並與績效、薪酬相連結，建立明確的職涯發展路徑，給予基層同仁更好的職涯發展未來。",
"電子零組件業","6418","詠昇","20523","34","604","584","3.42%","559","547","2.19%","1.10","747","2.21","N","N","N","","",
"光電業","6419","京晨科","21149","24","881","829","6.27%","784","683","14.79%","10.46","856","2.40","N","N","N","","",
"電機機械","6425","易發","179582","216","831","815","1.96%","777","758","2.51%","0.69","725","2.47","N","N","N","","",
"電子零組件業","6432","今展科","59258","72","823","790","4.18%","717","686","4.52%","1.68","747","2.21","N","N","N","","",
"半導體業","6435","大中","156196","92","1698","1478","14.89%","1623","1427","13.74%","6.09","1307","5.21","N","N","N","","",
"電腦及週邊設備業","6441","廣錠","55752","104","536","511","4.89%","426","427","-0.23%","-2.65","909","4.39","N","N","N","","",
"生技醫療業","6461","益得","67084","73","919","940","-2.23%","812","834","-2.64%","-2.68","787","0.41","N","N","Y","113年度人力編制較112年度比例上升，離職員工較多資深人員，新進人員任用年資較離職人員資淺，雖整體薪資總額增加，但薪資分布下移，致平均數與中位數下降。","強化薪資結構透明度：定期向員工溝通薪酬政策與調薪依據，提升員工認同感與留任意願。",
"半導體業","6462","神盾","346385","209","1657","1700","-2.53%","1319","1310","0.69%","-12.69","1307","5.21","N","N","N","","",
"通信網路業","6465","威潤","51350","59","870","883","-1.47%","820","816","0.49%","-1.32","840","2.51","N","N","Y","本公司酬金政策:係依個人能力及對貢獻度等與經營績效之關聯性成正相關；本期EPS較前期成長，係為本期增資致股本增加所致；另人員異動而產生薪資結構兩期不同也影響統計數據，故尚屬合理。","公司經營績效與員工薪酬的合理關聯是公司重視的課題，本公司HR持續精進薪酬設計、以客觀的績效評估、透明的溝通機制以及持續的市場調研，建立一個能激勵員工貢獻，又能確保薪酬公平與競爭力的體系。",
"生技醫療業","6469","大樹","998765","1792","557","541","2.96%","511","494","3.44%","5.16","787","0.41","N","Y","N","本公司屬零售通路業，員工人數以門市人員居多，惟因門市人員同質工作選擇性多致流動率高，故較難以平均薪資評論。","本公司對於員工有進階考核、升遷，近年調薪2%~7%，亦投入大量培訓成本及提升各項福利，致力提供具成長且福利健全之工作環境。",
"通信網路業","6470","宇智","164413","204","806","827","-2.54%","644","652","-1.23%","3.60","840","2.51","N","Y","N","通信網路產業型能不盡相同，本公司是以台灣生產為主之製造業。依據營運人力需求，多數為生產線之基層人員及外籍同仁，導致整體平均薪資低於同業水準。","截至目前，依據公司獲利狀況發放績效獎金已大於去年，且已進行調薪。並已修訂公司章程規定：公司有盈餘時，於員工酬勞分派中提撥不低於15%作為分派予基層員工之酬勞，以實質提升基層員工薪資水準。",
"文化創意業","6482","弘煜科","28666","52","551","567","-2.82%","512","523","-2.10%","3.53","1357","7.81","N","N","Y","1.本公司為台中少數上櫃的文創業，同業大部份位於北部，中部與北部月薪約有新台幣5千~3萬元的落差。
2.獎金+員酬以【實際發放】年度計算（113年度為112年獎金+111年員酬，112年度為111年獎金+110年員酬）。","獎金+員酬若以【提撥】年度計算，113年度較112年度增加約新台幣311萬元。",
"半導體業","6485","點序","305502","268","1140","1262","-9.67%","974","1067","-8.72%","-1.36","1307","5.21","N","N","N","","",
"通信網路業","6486","互動","375910","343","1096","1081","1.39%","922","889","3.71%","5.87","840","2.51","N","N","N","","",
"半導體業","6488","環球晶","1973909","1638","1205","1386","-13.06%","1101","1280","-13.98%","21.06","1307","5.21","N","Y","N","半導體產業涵蓋IC設計、晶圓製造及後段封裝測試等多元環節，各領域員工職務性質差異較大，導致平均薪資水準不具直接可比性。此外，113年度公司獲利較112年度下滑，員工分紅提列金額亦相對減少。","公司致力於打造優質職場環境，持續提升薪資與福利水準，讓員工能共享營運成果，實現長期穩定發展。",
"生技醫療業","6492","生華科","24899","21","1186","1147","3.40%","998","1179","-15.35%","-3.29","787","0.41","N","N","N","","",
"半導體業","6494","九齊","188310","117","1609","2459","-34.57%","1520","2265","-32.89%","2.63","1307","5.21","N","N","Y","1.本公司獎金發放，係因上年度的經營績效成果而定，111年EPS9.54於112年初發放獎金，112年EPS1.8於113年初發放獎金。因獎金發放時間差，故而造成有113年EPS高於112年，但113年之員工薪資確較112年為低之情形。","2.係獎金發放時間差問題，為公司政策所致。",
"生技醫療業","6496","科懋","131881","121","1090","1021","6.76%","938","868","8.06%","-2.14","787","0.41","N","N","N","","",
"生技醫療業","6499","益安","14487","13","1114","996","11.85%","1010","835","20.96%","-8.74","787","0.41","N","N","N","","",
"紡織纖維","6506","雙邦","225433","335","673","554","21.48%","594","514","15.56%","0.75","665","1.60","N","N","N","","",
"農業科技","6508","惠光","71343","121","590","574","2.79%","498","471","5.73%","1.07","645","0.64","N","Y","N","係本年度公司營業利益較上年度衰退41.43%而因兌換利益增加408.70%，公司本年度EPS較上年度微幅增加1.90%，致平均薪資較上年度微幅增加2.79%，薪資與經營績效具有相關尚屬合理。","本公司與同業公司產業特性、營運模式及組織結構具差異，致薪資結構亦有所不同，本公司已逐年優化與績效連結之薪資、獎金等制度，使員工可共享公司經營成果。",
"化學工業","6509","聚和","393194","457","860","829","3.74%","780","738","5.69%","2.71","759","1.61","N","N","N","","",
"半導體業","6510","精測","964810","1036","931","901","3.33%","843","838","0.60%","15.55","1307","5.21","N","Y","N","1.公司為「All In House X AI」的測試介面服務廠商，人才樣態分佈較為多樣化，故平均薪資差異較大。
2.公司自2024 H2持續恢復營運動能，大量招募新人之薪資水平相較於資深員工略低，故影響人均薪資的整體平均值。","1.2025年初已全面調薪，後續亦將持續優化薪酬福利制度。
2.每年提撥20%~30％盈餘，發放員工酬勞與績效獎金。",
"其他電子業","6512","啟發電","41424","55","753","736","2.31%","600","593","1.18%","-0.95","958","4.44","N","N","N","","",
"資訊服務業","6516","勤崴國際","129538","137","946","912","3.73%","904","851","6.23%","1.47","976","3.68","N","N","N","","",
"光電業","6517","保勝光學","117166","208","563","528","6.63%","474","438","8.22%","3.67","856","2.40","N","Y","N","一、製造基層人數(含移工)佔比超過60%，人力結構分佈將使非經理人全時員工平均薪資略低同業水準。
二、113年度本公司非經理人全時員工薪資平均數較上年度提升。","一、依公司法第235-1條修訂「公司章程」訂明以當年度獲利狀況不低於25%為基層員工分派，以保障並提高員工薪酬。
二、每年定期審視薪酬與福利規定，並參酌同業水準適時優化薪酬政策。",
"生技醫療業","6523","達爾膚","80190","75","1069","932","14.70%","774","744","4.03%","10.57","787","0.41","N","N","N","","",
"生技醫療業","6527","明達醫","93169","98","951","791","20.23%","732","684","7.02%","5.02","787","0.41","N","N","N","","",
"通信網路業","6530","創威","44167","70","631","558","13.08%","491","442","11.09%","1.64","840","2.51","N","N","N","","",
"半導體業","6532","瑞耘","84699","130","652","653","-0.15%","596","594","0.34%","4.03","1307","5.21","N","N","Y","112年度非經常性薪資因RBA返還外籍同仁仲介費、機票等相關費用約2,209仟元，故排除後員工薪資平均數應小於113年度。","將定期檢視薪資結構。",
"生技醫療業","6535","順藥","33874","28","1210","1142","5.95%","1192","1062","12.24%","-2.60","787","0.41","N","N","N","","",
"電子零組件業","6538","倉和","148623","213","698","667","4.65%","575","519","10.79%","9.23","747","2.21","N","Y","N","本公司以少量多樣客製化為主，屬勞力密集產業需較多人力，且直接人工及生產相關間接人員占比高，致平均薪資低於同業水準，後續將視營運狀況逐年調整。2.外籍勞工約佔公司人力百分之十二，其基本薪資低於本國勞工。","本公司將依營運成果逐年調薪，並強化多元性獎金與提升續效及技能加給的連動性以增加激勵效果。另將檢視外籍勞工薪資結構，確保內本、籍人員待遇公平，並建立具競爭力與永續發展的薪資制度。",
"文化創意業","6542","隆中","93660","106","884","888","-0.45%","675","654","3.21%","2.03","1357","7.81","N","N","N","","",
"通信網路業","6546","正基","82161","80","1027","1148","-10.54%","951","1032","-7.85%","3.59","840","2.51","N","N","N","","",
"生技醫療業","6547","高端疫苗","102438","118","868","880","-1.36%","717","743","-3.50%","-0.24","787","0.41","N","N","Y","本公司每年均按員工表現給予1~3%不等之薪資調整，惟113年度配合業務需求擴大招募基層員工拉低平均薪資，致113年度薪資平均數與中位數皆略有些微下降。","公司依據整體營運成果，持續實施合理調薪制度。",
"半導體業","6548","長科*","634304","833","761","637","19.47%","669","568","17.78%","2.02","1307","5.21","N","N","N","","",
"光電業","6556","勝品","222929","325","686","671","2.24%","567","516","9.88%","8.85","856","2.40","N","Y","N","1.公司人力結構直接人員約近50%，經營型態製造基層人力佔比高。
2.公司定期檢視市場薪資狀況並規劃逐年調整，近年針對直接人員進行薪資調整，2025年調幅介於0.5%-5.3%。","目前公司重點工作在於提升人才留任與支持AI推展，預計強化「技能導向」、「AI效益」及「員工轉型」三方案，以鼓勵員工能力升級及參與自動化，爾後再與績效連結，逐步改善薪資結構並強化組織競爭力。",
"光電業","6560","欣普羅","48633","47","1035","1157","-10.54%","792","753","5.18%","-0.26","856","2.40","N","N","Y","公司年終獎金依據獲利狀況發放，因公司連續2年度虧損，故113年度年終獎金較112年度減少。","公司如有獲利，將會依照獲利狀況發放年終獎金及員工酬勞。",
"通信網路業","6561","是方","322475","150","2150","2042","5.29%","2047","1881","8.83%","13.82","840","2.51","N","N","N","","",
"半導體業","6568","宏觀","130549","77","1695","1432","18.37%","1512","1340","12.84%","3.85","1307","5.21","N","N","N","","",
"生技醫療業","6569","醫揚","126863","118","1075","1091","-1.47%","1054","1044","0.96%","4.69","787","0.41","N","N","N","","",
"電腦及週邊設備業","6570","維田","90435","118","766","763","0.39%","678","694","-2.31%","1.59","909","4.39","N","N","N","","",
"生技醫療業","6574","霈方","164692","190","867","878","-1.25%","723","701","3.14%","4.10","787","0.41","N","N","Y","本公司113年平均薪資為867,000元，較112年減少11,000元，主因櫃點人員減少約62人，且其薪資結構以獎金為主所致；惟因新進人員多屬職級較高，兩期平均數差異有限。","差異係公司營運模式及櫃點的調整所致，未來公司將持續投入優質人力，以維持並提升薪資競爭力。113年度平均薪資為867,000元，顯著高於同業平均薪資787,000元，顯示公司在人力資源投入上具有較高的薪資競爭力。",
"生技醫療業","6576","逸達","52404","34","1541","1439","7.09%","1292","1237","4.45%","-7.87","787","0.41","N","N","N","","",
"電腦及週邊設備業","6577","勁豐","179997","179","1006","1003","0.30%","853","867","-1.61%","6.63","909","4.39","N","N","N","","",
"農業科技","6578","達邦蛋白","25815","41","630","630","0.00%","514","582","-11.68%","0.17","645","0.64","N","N","N","","",
"電子零組件業","6584","南俊國際","296390","550","539","481","12.06%","487","427","14.05%","2.94","747","2.21","N","Y","N","1.係因公司組織架構扁平，非經理人員工多為基層人員所致。
2.該薪資平均數未包含免費供餐等員工福利以及股票酬勞金額。","預計陸續調整薪資及各項福利",
"通信網路業","6588","東典光電","43582","77","566","579","-2.25%","515","529","-2.65%","-5.36","840","2.51","N","N","N","","",
