產業類別,公司代號,公司名稱,非擔任主管職務之全時員工資訊-員工薪資總額(仟元),非擔任主管職務之全時員工資訊-員工人數-年度平均(人),非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-113年,非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-112年,員工薪資-平均數調整變動情形(%),非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-113年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-112年,員工薪資-中位數調整變動情形(%),非擔任主管職務之全時員工資訊-每股盈餘(元/股),同業公司資訊-員工薪資-平均數(仟元/人),同業公司資訊-平均每股盈餘(元/股),薪資統計情形-非經理人之全時員工薪資平均數未達50萬元,薪資統計情形-公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數低於同業水準,薪資統計情形-公司EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少),薪資統計情形-公司經營績效與員工薪酬之關聯性及合理性說明,薪資統計情形-具體改善措施說明
"金融保險業","6005","群益證","2234839","1675","1334","996","33.94%","1036","773","34.02%","2.25","1525","2.64","N","N","N","","",
"金融保險業","6024","群益期","397341","252","1577","1333","18.30%","1207","1022","18.10%","5.66","1525","2.64","N","N","N","","",
"電子零組件業","6108","競國","203313","370","549","498","10.24%","499","463","7.78%","0.93","994","6.57","N","N","N","","",
"資訊服務業","6112","邁達特","568580","517","1100","1067","3.09%","878","867","1.27%","0.60","1064","3.99","N","N","N","","",
"電子零組件業","6115","鎰勝","96356","111","868","699","24.18%","690","551","25.23%","3.63","994","6.57","N","N","N","","",
"光電業","6116","彩晶","2021125","2312","874","832","5.05%","762","724","5.25%","-1.86","1015","1.21","N","N","N","","",
"電腦及週邊設備業","6117","迎廣","523090","745","702","669","4.93%","569","542","4.98%","4.12","1404","6.67","N","N","N","","",
"光電業","6120","達運","567783","516","1100","1082","1.66%","957","979","-2.25%","0.28","1015","1.21","N","N","N","","",
"電腦及週邊設備業","6128","上福","269596","431","626","563","11.19%","549","463","18.57%","2.88","1404","6.67","N","N","N","","",
"電子零組件業","6133","金橋","23799","31","768","670","14.63%","652","556","17.27%","0.65","994","6.57","N","N","N","","",
"通信網路業","6136","富爾特","44624","58","769","776","-0.90%","741","724","2.35%","0.90","1302","3.74","N","N","N","","",
"其他電子業","6139","亞翔","447590","467","958","1042","-8.06%","880","762","15.49%","18.73","1429","9.28","N","Y","Y","公司EPS成長,亦有執行薪調,故員工薪資中位數亦較去年成長，惟因組織營運需求,員工人數增加,且有新舊世代交替及人員流動率高等因素,致年度新進人員較多, 增補員工為年資較短之基層同仁，致薪資平均數略為降低。","依據績效考核設定績效目標，將考核結果做為晉升調薪核發獎金及酬勞發放之依據，透過經營績效及公司章程，依獲利提撥3%~5%作為員工酬勞與員工考核相連結，考量年資與年度績效分配予同仁，以激勵同仁為公司目標努力。",
"電子零組件業","6141","柏承","215206","387","556","558","-0.36%","485","478","1.46%","-8.05","994","6.57","N","N","N","","",
"通信網路業","6142","友勁","289969","422","687","582","18.04%","517","422","22.51%","-0.50","1302","3.74","N","N","N","","",
"通信網路業","6152","百一","141138","134","1053","1014","3.85%","946","865","9.36%","-0.23","1302","3.74","N","N","N","","",
"電子零組件業","6153","嘉聯益","928791","1481","627","652","-3.83%","562","558","0.72%","-4.41","994","6.57","N","N","Y","113年「薪資平均數」較112年度下降，主因新人進用比例提高，使平均數產生短期變動，並非整體調薪倒退。另，113年「薪資中位數」較112年度上升，可看出隨著113年度虧損減少，本公司仍有針對員工進行調薪。","本公司將持續優化並定期檢討人力資源配置與薪酬制度，並依年度營運表現適當調整員工薪資，以期符合與經營績效之關聯性與合理性。",
"電子零組件業","6155","鈞寶","106268","192","553","494","11.94%","498","450","10.67%","0.97","994","6.57","N","N","N","","",
"光電業","6164","華興","23850","33","723","682","6.01%","709","691","2.60%","0.47","1015","1.21","N","N","N","","",
"數位雲端","6165","浪凡","6817","8","852","756","12.70%","651","553","17.72%","1.04","1014","8.69","N","N","N","","",
"電腦及週邊設備業","6166","凌華","1156213","1059","1092","1089","0.28%","954","963","-0.93%","0.23","1404","6.67","N","N","N","","",
"光電業","6168","宏齊","371626","485","766","710","7.89%","647","607","6.59%","0.03","1015","1.21","N","N","N","","",
"光電業","6176","瑞儀","1333796","856","1558","1214","28.34%","1129","960","17.60%","15.63","1015","1.21","N","N","N","","",
"建材營造","6177","達麗","61092","63","970","776","25.00%","817","706","15.72%","5.01","974","2.65","N","Y","N","113年建案完工認列收入，EPS創近年新高，EPS較同業為佳，薪資平均數卻低於同業，113年已進行結構調薪。","每年底進行市場、同業薪資調查，持續優化薪酬褔利措施。",
"資訊服務業","6183","關貿","771750","601","1284","1219","5.33%","1191","1114","6.91%","3.40","1064","3.99","N","N","N","公司依據股東會及董事會決議之內容辦理員工酬勞和年終獎金發放之比例和月份數，再依據公司整體營業績效及個人績效結果進行酬勞及獎金發放。","無。",
"其他","6184","大豐電","51089","73","700","661","5.90%","607","574","5.75%","3.59","969","3.42","N","Y","N","1.本公司薪資報酬政策係依工作職掌、學經歷及專業能力等因素訂定，考量財務性績效及非財務性績效，並視市場薪資水準、經濟趨勢調整。
2.113年度非擔任主管職務之員工薪資平均數與中位數皆較112年度成長近6%。","1.公司依營運績效持續推動調薪與獎金制度，獎勵績優員工並完善薪資結構，以提升競爭力及留才效益；
2.針對基層同仁設立到職滿1年及2年調薪機制(依公司規定保障薪資達一定標準)，強化員工認同感與穩定性。",
"電子通路業","6189","豐藝","269981","204","1323","1108","19.40%","1081","909","18.92%","6.46","1070","4.70","N","N","N","","",
"電子零組件業","6191","精成科","131737","62","2125","2094","1.48%","1686","1714","-1.63%","6.01","994","6.57","N","N","N","","",
"其他電子業","6192","巨路","559617","456","1227","1148","6.88%","1109","1043","6.33%","10.48","1429","9.28","N","Y","N","本公司屬其他電子產業別，此類別之上市公司產業多樣，強行比較並無實質意義。本公司每年均隨營運績效進行調薪，113年非擔任主管職務之全時員工薪資平均數及中位數均較112年成長，並無不合理之處。","除每年依據營運績效為員工進行調薪外，另將於年度盈餘中提撥一定比率為基層員工酬勞。",
"其他電子業","6196","帆宣","1238535","760","1630","1633","-0.18%","1269","1275","-0.47%","8.94","1429","9.28","N","N","N","","",
"電子零組件業","6197","佳必琪","284610","266","1070","932","14.81%","860","763","12.71%","8.69","994","6.57","N","N","N","","",
"其他電子業","6201","亞弘電","267847","393","682","654","4.28%","601","608","-1.15%","4.68","1429","9.28","N","N","N","","",
"半導體業","6202","盛群","468688","377","1243","1185","4.89%","1149","1100","4.45%","-0.66","1998","19.23","N","N","N","","",
"電子零組件業","6205","詮欣","131411","165","796","739","7.71%","659","539","22.26%","2.65","994","6.57","N","N","N","","",
"電腦及週邊設備業","6206","飛捷","375941","393","957","841","13.79%","756","671","12.67%","6.93","1404","6.67","N","Y","N","1.本公司為POS專業設計製造商，工廠直接作業人員人數大於四成人力。 
2.近二成人力為外籍員工，致員工平均薪資略低於同業水準。","1.於114年股東會修改章程，明定本公司年度如有獲利，應提3%~15%為員工酬勞(員工酬勞中應提撥不低於10%予基層員工)。
2.本公司提供員工多項非薪酬福利，包括教育訓練、優於法令之員工健檢、員工旅遊、持股信託..等。",
"光電業","6209","今國光","362134","718","504","504","0.00%","464","459","1.09%","-0.75","1015","1.21","N","N","N","","",
"電子零組件業","6213","聯茂","283725","365","777","661","17.55%","604","572","5.59%","2.26","994","6.57","N","N","N","","",
"資訊服務業","6214","精誠","2107889","2070","1018","1006","1.19%","814","822","-0.97%","7.66","1064","3.99","N","Y","N","本公司提供多元資訊服務超過4萬家企業/機構客戶，營運約2千名以上人力結構相比同業多元且總體基層人數較多、另113年任職未滿一年比重高且主要為基層軟體技術人力，故影響整體均薪，但平均薪資每年持續成長。","本公司持續提升績效管理及獎酬制度，定期檢視部門績效與個人績效貢獻給予獎酬；另114年2月起實施「員工持股信託」制度，讓參加之員工可以共享公司經營成果。",
"其他電子業","6215","和椿","147337","137","1075","837","28.43%","940","743","26.51%","2.11","1429","9.28","N","N","N","","",
"通信網路業","6216","居易","207626","196","1059","1078","-1.76%","882","952","-7.35%","2.88","1302","3.74","N","N","Y","本公司員工的酬金包括薪資、獎金、員工酬勞等，獎金包含年節及盈餘獎金，員工酬勞為公司獲利分派之員工酬勞，故經營績效直接影響酬金之發放。","113年晉升4位員工為經理人導致非經理人之全時員工薪資平均數有些許異動，若計入4位經理人後之平均薪資約為1091仟元，該變動因素調整後並未達到說明指標。另113年EPS成長，其獲利分派之員工酬勞會遞延到114年發放。",
"電子零組件業","6224","聚鼎","190334","212","898","831","8.06%","774","696","11.21%","2.23","994","6.57","N","N","N","","",
"光電業","6225","天瀚","2466","4","617","763","-19.14%","755","763","-1.05%","-0.07","1015","1.21","N","N","N","","",
"光電業","6226","光鼎","29741","35","850","765","11.11%","716","616","16.23%","-0.44","1015","1.21","N","N","N","","",
"電腦及週邊設備業","6230","尼得科超眾","311398","359","867","867","0.00%","742","713","4.07%","1.48","1404","6.67","N","N","N","","",
"電腦及週邊設備業","6235","華孚","36766","37","994","997","-0.30%","911","735","23.95%","3.06","1404","6.67","N","N","N","","",
"半導體業","6239","力成","9554794","10995","869","804","8.08%","689","635","8.50%","9.09","1998","19.23","N","N","N","","",
"半導體業","6243","迅杰","99864","66","1513","1489","1.61%","1355","1337","1.35%","1.12","1998","19.23","N","N","N","","",
"半導體業","6257","矽格","1875052","2186","858","770","11.43%","682","634","7.57%","5.89","1998","19.23","N","N","N","","",
"電子零組件業","6269","台郡","1283173","1980","648","647","0.15%","549","570","-3.68%","-2.56","994","6.57","N","N","N","","",
"半導體業","6271","同欣電","2024434","2246","901","948","-4.96%","765","674","13.50%","8.20","1998","19.23","N","N","Y","112年度公司因進行組織人力精簡而增加資遣費，造成112年薪資平均數異常偏高，但113年度並無此情形。相較之下113年度薪資平均數則較低。","公司將持續依營運成果及員工績效表現，規劃具競爭力的薪福措施以留用優秀人才。",
"電腦及週邊設備業","6277","宏正","736835","655","1125","1115","0.90%","954","948","0.63%","4.14","1404","6.67","N","N","N","","",
"光電業","6278","台表科","540609","779","694","655","5.95%","544","514","5.84%","9.94","1015","1.21","N","Y","N","本公司非擔任主管職員工薪資低於同業，主因本公司在產業鏈中屬製造生產端，產線作業員比例大於同業，在人力結構不同的情況下，非經理人之全時員工薪資低於同業。","公司獲利主要來自中國廠區，臺灣廠區的獲利排除轉投資利益於113年度EPS約3.76，另臺灣廠區預計於2025年7月調薪以提升非經理人之薪資。",
"電子通路業","6281","全國電","1215099","1607","756","765","-1.18%","687","708","-2.97%","4.51","1070","4.70","N","N","N","","",
"電子零組件業","6282","康舒","1620498","1486","1091","1065","2.44%","895","864","3.59%","-0.04","994","6.57","N","N","N","","",
"其他電子業","6283","淳安","18476","19","972","941","3.29%","952","983","-3.15%","0.77","1429","9.28","N","N","N","","",
"通信網路業","6285","啟碁","6791704","5669","1198","1170","2.39%","885","702","26.07%","7.26","1302","3.74","N","Y","N","啟碁係一製造公司，且產品在台製造比重高，故工廠直接人員人數多，進而影響整體非主管職員工之年度平均薪資數。
另，通信網路業中，公司行業存有差異 (如服務業或製造業等)，故各公司之薪資結構比較基礎不盡相同。","本公司將定期依據物價水準、巿場供需、同業薪資標準與法令要求等相關因素調整薪資水準，以提供員工合理之薪酬並留任優秀人才；同時兼顧股東權益，維持公司長期穩定發展。",
"汽車工業","6288","聯嘉","539951","634","852","813","4.80%","576","526","9.51%","0.42","892","5.84","N","N","N","","",
"光電業","6405","悅城","61869","111","557","537","3.72%","459","469","-2.13%","-0.75","1015","1.21","N","N","N","","",
"其他電子業","6409","旭隼","211501","182","1162","1294","-10.20%","832","880","-5.45%","48.13","1429","9.28","N","Y","Y","本公司屬其他電子產業別，該產業上市公司產業多樣且具人力結構差異，難一致性比較；113年度整體薪酬水準較過往年度皆增加，屬合理範圍。","本公司每年均進行年度調薪，並依公司營運績效核發獎金與員工酬勞",
"電子零組件業","6412","群電","1474480","781","1888","1830","3.17%","1691","1626","4.00%","8.34","994","6.57","N","N","N","","",
"電腦及週邊設備業","6414","樺漢","247732","171","1449","1347","7.57%","1256","1136","10.56%","20.03","1404","6.67","N","N","N","","",
"通信網路業","6416","瑞祺電通","186460","249","749","723","3.60%","640","630","1.59%","4.50","1302","3.74","N","Y","N","同業產業型態各異，人力架構與薪資結構之比較基礎不同，本公司每年視經營狀況與個人績效進行員工薪資調整及獎金與員酬發放，本公司113年平均薪資高於112年度，113年度獲利成果已反應於員工113年薪資。","公司將持續提升獲利，以提高員工薪資。",
"半導體業","6423","億而得-創","68601","55","1247","0","0.00%","1160","0","0.00%","0.98","1998","19.23","N","N","N","","",
"通信網路業","6426","統新","136247","215","634","620","2.26%","566","548","3.28%","-3.58","1302","3.74","N","N","N","","",
"其他電子業","6438","迅得","535222","584","916","867","5.65%","948","926","2.38%","7.63","1429","9.28","N","N","N","","",
"通信網路業","6442","光聖","405209","390","1039","673","54.38%","706","529","33.46%","14.30","1302","3.74","N","Y","N","公司獲利表現較同業佳，顯示營運效率高且成本管控良好。惟薪酬略低於同業，係因銷售產品組合及生產人力配置不同。為因應公司經營及外部市場環境變化快速，以穩健經營控管成本為優先。","考量人力資本為長期競爭力基礎，檢討並調整非主管員工薪資，配合基本工資之調整，強化獎酬制度，落實績效與薪資之連動，經營成果與同仁薪酬共享，適度調整同仁薪酬之水準，以符合利害關係人之期許。",
"光電業","6443","元晶","871841","1483","588","561","4.81%","491","476","3.15%","-1.17","1015","1.21","N","N","N","","",
"生技醫療業","6446","藥華藥","362962","305","1190","1180","0.85%","936","918","1.96%","8.96","841","3.76","N","N","N","","",
"電子零組件業","6449","鈺邦","152625","120","1272","1096","16.06%","943","788","19.67%","6.08","994","6.57","N","N","N","","",
"其他","6464","台數科","24584","41","600","588","2.04%","565","527","7.21%","6.97","969","3.42","N","Y","N","本公司合併報表之編製範圍較同業更為廣泛，獲利表現相對較佳。隨著企業營運績效穩定成長，非擔任主管職務之全時員工薪資平均數亦逐年提升，展現本公司對人力資源的重視。","本公司透過不定期調薪機制，逐步提升全時員工的薪資水準。同時，亦將定期檢視並強化現行福利制度，全面優化具市場競爭力之薪酬架構，進而強化員工留任意願與招募吸引力。",
"生技醫療業","6472","保瑞","118156","145","815","768","6.12%","556","538","3.35%","38.69","841","3.76","N","Y","N","本公司113年度海外併購及轉投資績效亮眼，故合併報表EPS高於市場平均，母公司人數僅佔集團人數9.7%，其中廠區人數又佔74.3%，公司113年平均薪資及中位數穩定成長，本公司持續以員工績效及薪資市場價值設定合理關聯性","本公司將持續以經營績效、員工個人表現及薪資市場價值為依據調整薪資結構及獎金制度",
"光電業","6477","安集","75765","136","557","526","5.89%","505","480","5.21%","-0.67","1015","1.21","N","N","N","","",
"生技醫療業","6491","晶碩","1538339","1640","938","889","5.51%","822","774","6.20%","23.47","841","3.76","N","N","N","","",
"其他","6504","南六","151726","252","602","601","0.17%","512","523","-2.10%","1.39","969","3.42","N","N","N","","",
"油電燃氣業","6505","台塑化","7292853","5022","1452","1435","1.18%","1348","1323","1.89%","0.63","1276","0.83","N","N","N","","",
"半導體業","6515","穎崴","836222","741","1129","1081","4.44%","915","798","14.66%","34.31","1998","19.23","N","Y","N","半導體產業含晶圓代工、IC設計、治具製造...等，細分領域的成本結構與員工組成差異極大，平均薪資不盡具可比較性。","公司會依經營狀況並參考業界的薪酬結構水準進行調整，持續提升員工薪酬福利(如限制員工權利新股、持股信託、結構性調薪等)，以確保薪酬具有市場競爭力，吸引及留任人才。",
"半導體業","6526","達發","2763719","774","3571","2804","27.35%","3049","2347","29.91%","16.10","1998","19.23","N","N","N","","",
"半導體業","6531","愛普*","324796","163","1993","2008","-0.75%","1523","1573","-3.18%","9.73","1998","19.23","N","N","Y","係疫情後考量公司未來營運擴充之需求所提出之非經常性徵、留才方案，如若扣除該方案之影響金額，則113年非擔任主管職務之全時員工薪資平均數較112年增加。","持續檢視薪酬合理性。",
"半導體業","6533","晶心科","859352","374","2298","2269","1.28%","1917","1916","0.05%","0.04","1998","19.23","N","N","N","","",
"生技醫療業","6534","正瀚-創","169191","135","1253","1341","-6.56%","744","720","3.33%","4.63","841","3.76","N","N","N","","",
"半導體業","6552","易華電","293427","552","532","490","8.57%","499","460","8.48%","0.16","1998","19.23","N","N","N","","",
"其他電子業","6558","興能高","43257","46","940","916","2.62%","810","772","4.92%","0.10","1429","9.28","N","N","N","","",
"電腦及週邊設備業","6579","研揚","501228","494","1015","1053","-3.61%","905","891","1.57%","7.72","1404","6.67","N","Y","N","公司員工薪資含薪資、獎金及員工酬勞。員工酬勞以公司獲利提撥為基礎，依公司章程-年度獲利應提撥不低於5%。本公司112年擬提撥7.85%，113年擬提撥7.29%。且直接人員佔相當比例，故單純以平均薪資易有所偏差。","本公司將提撥員工酬勞不低於20%的比例給基層員工。",
"綠能環保","6581","鋼聯","103313","99","1044","928","12.50%","1003","893","12.32%","7.47","863","4.37","N","N","N","","",
"橡膠工業","6582","申豐","99018","154","643","676","-4.88%","558","614","-9.12%","0.99","761","1.40","N","N","Y","本公司113年獲利原因主要為業外股利收入挹注，營收雖成長但本業仍處於虧損狀態。本年度薪資平均數略為降低，係因部分資深員工退休，增補員工為年資較短之基層同仁及本業虧損獎金較前一年度減少。","本公司將持續加強公司競爭力以改善獲利表現，依公司薪資政策、衡量同業水準及營運績效調整薪資結構，並依員工績效評核結果及公司營運成果配發獎金，在永續經營下持續優化同仁薪資水準。",
"其他","6585","鼎基","516940","605","854","759","12.52%","771","703","9.67%","10.44","969","3.42","N","Y","N","本公司每年依據營運獲利狀況及個人績效發放獎金及調整薪資，亦考量薪資外部競爭力及內部公平性進行系統性調整，以達到與員工分享利潤及提升人力資源之目的。","本公司將持續優化並定期檢視人力資源配置及薪酬制度，並依年度營運成果適時調整員工薪資，以期符合薪酬政策與經營績效之關聯性，達到公平與激勵並重之目標。",
"其他","6592","和潤企業","1396214","1079","1294","1348","-4.01%","977","1068","-8.52%","4.44","969","3.42","N","N","N","","",
"汽車工業","6605","帝寶","2349154","2934","801","664","20.63%","751","601","24.96%","18.98","892","5.84","N","Y","N","公司人力結構直接員工數佔總人數之六成，其中外籍員工數佔直接員工數約四成，因此影響整體薪資平均水準。","113年持續調薪及紅利獎金增加，較112年平均薪資達19.9%，後續仍將依營運及業界用人水準，合理提升薪酬福利。",
"電機機械","6606","建德工業","46436","78","595","629","-5.41%","579","618","-6.31%","0.92","864","3.85","N","N","N","","",
"其他","6625","必應","314563","270","1165","1149","1.39%","945","949","-0.42%","5.84","969","3.42","N","N","N","","",
"生技醫療業","6645","金萬林-創","85280","111","768","765","0.39%","642","643","-0.16%","-3.02","841","3.76","N","N","N","","",
"其他","6655","科定","432429","578","748","705","6.10%","667","645","3.41%","4.93","969","3.42","N","Y","N","本公司因產業組成多元，行業特性差異較大。113年非主管職員工平均月薪為62,333元，年增約6%，優於主計處公布之全體受僱員工平均薪資60,984元，超出約2.2%。","本公司為激勵員工、留任優秀人才，每年定期檢視調整薪資，以確保薪酬水準具市場競爭力，並秉持「公司獲利與同仁分享」理念、以良性循環共享成果。",
"生技醫療業","6657","華安","14127","17","831","792","4.92%","788","835","-5.63%","-3.03","841","3.76","N","N","N","","",
"其他電子業","6658","聯策","62139","91","683","675","1.19%","615","606","1.49%","1.09","1429","9.28","N","N","N","","",
"光電業","6668","中揚光","158928","220","722","668","8.08%","639","531","20.34%","-1.85","1015","1.21","N","N","N","","",
"電腦及週邊設備業","6669","緯穎","4358339","4210","1035","1291","-19.83%","774","910","-14.95%","126.57","1404","6.67","N","Y","Y","113年公司人力結構直接員工占比達62%，又因應生產需求增加，直接員工人數較前一年增加超過86%，因此整體薪資平均數較前一年減少。","公司自2025/5/1將製造與研發業務專業分工，藉由組織重整，提升公司營運的彈性與效率。同時，將持續關注同業薪酬趨勢，作為制定具市場競爭力薪酬政策之參考依據。",
"運動休閒","6670","復盛應用","810948","903","898","890","0.90%","744","714","4.20%","28.17","872","5.72","N","N","N","","",
"通信網路業","6674","鋐寶科技","75157","90","835","833","0.24%","703","702","0.14%","-2.46","1302","3.74","N","N","N","","",
"數位雲端","6689","伊雲谷","276130","332","832","1005","-17.21%","656","805","-18.51%","2.26","1014","8.69","N","N","N","","",
"其他電子業","6691","洋基工程","711310","480","1482","1468","0.95%","1139","1180","-3.47%","19.36","1429","9.28","N","N","N","","",
"半導體業","6695","芯鼎","262494","158","1661","1616","2.78%","1561","1517","2.90%","-0.41","1998","19.23","N","N","N","","",
"其他電子業","6698","旭暉應材","81397","151","539","575","-6.26%","466","492","-5.28%","-0.96","1429","9.28","N","N","Y","人力結構上聘用較多外籍勞工擔任直接人員所致。","1.外籍勞工聘用銳減。
2.公司目前虧損，但仍有微幅調整員工薪酬。",
"光電業","6706","惠特","287004","372","772","764","1.05%","657","626","4.95%","-4.29","1015","1.21","N","N","N","","",
"電子零組件業","6715","嘉基","90735","86","1055","1042","1.25%","924","952","-2.94%","5.26","994","6.57","N","N","N","","",
"半導體業","6719","力智","408519","276","1480","1265","17.00%","1282","1135","12.95%","2.42","1998","19.23","N","N","N","","",
"光電業","6742","澤米","137213","210","653","666","-1.95%","571","581","-1.72%","0.30","1015","1.21","N","N","N","","",
"其他電子業","6743","安普新","131245","121","1085","976","11.17%","969","867","11.76%","2.10","1429","9.28","N","N","N","","",
"航運業","6753","龍德造船","620924","746","832","739","12.58%","719","639","12.52%","6.25","1566","8.85","N","N","N","","",
"居家生活","6754","匯僑設計","310833","261","1191","1036","14.96%","940","887","5.98%","6.40","761","7.06","N","N","N","","",
"半導體業","6756","威鋒電子","366285","181","2024","2054","-1.46%","1743","1661","4.94%","2.26","1998","19.23","N","N","N","本公司依公司章程規定，年度如有獲利，應提撥不低於5%為員工酬勞，故公司經營績效對員工獎勵有正向影響，以期達到企業留才並激勵員工與企業共同成長。","NA",
"航運業","6757","台灣虎航","1563658","737","2122","1683","26.08%","1475","1096","34.58%","6.16","1566","8.85","N","N","N","","",
"半導體業","6770","力積電","10367723","8330","1245","1097","13.49%","1181","1045","13.01%","-1.64","1998","19.23","N","N","N","","",
"綠能環保","6771","平和環保-創","39160","64","612","0","0.00%","573","0","0.00%","3.89","863","4.37","N","N","N","","",
"電子通路業","6776","展碁國際","321447","301","1068","1075","-0.65%","924","913","1.20%","4.11","1070","4.70","N","N","N","","",
"生技醫療業","6782","視陽","155500","110","1414","1166","21.27%","1167","973","19.94%","10.10","841","3.76","N","N","N","","",
"半導體業","6789","采鈺","1704218","1442","1182","1230","-3.90%","1015","1019","-0.39%","5.49","1998","19.23","N","N","Y","相較2023年，2024年新進人力中無經驗人員比例提升12%，招募策略兼顧永續發展目標，積極吸納無經驗人才。直接人員招募占比亦自36%大幅上升至60%，以因應強勁的訂單需求。","優化人力結構與配置效率：將部分中階職缺開放內部輪調或晉升，已減少高低階差異過大造成的平均薪資波動。",
"造紙工業","6790","永豐實","622926","720","865","866","-0.12%","744","752","-1.06%","2.78","799","0.40","N","N","N","","",
"通信網路業","6792","詠業","363108","473","768","723","6.22%","641","599","7.01%","2.10","1302","3.74","N","N","N","","",
"生技醫療業","6794","向榮生技-創","18677","26","718","0","0.00%","608","0","0.00%","-1.62","841","3.76","N","N","N","","",
"生技醫療業","6796","晉弘","133606","128","1044","960","8.75%","915","853","7.27%","0.16","841","3.76","N","N","N","","",
"半導體業","6799","來頡","42346","35","1210","1024","18.16%","1110","956","16.11%","2.94","1998","19.23","N","N","N","","",
"電子零組件業","6805","富世達","76493","88","869","861","0.93%","706","782","-9.72%","17.90","994","6.57","N","Y","N","本公司113年度新進員工人數成長較多，年資較短，且因新進人員平均薪資較低拉低全時員工（年度）薪資平均數，以致低於同業水準。","未來隨著員工平均工作年資增加，依個人績效表現、目標達成率、貢獻之價值與營運績效給予合理報酬。",
"綠能環保","6806","森崴能源","107586","101","1065","1076","-1.02%","834","907","-8.05%","3.58","863","4.37","N","N","Y","本年度EPS提升主因為資本運用與業務調整效益，惟因新人比例增加與部分獎酬遞延致平均薪資下滑，整體薪酬仍依績效與市場基準調整，具合理性。","將強化獎酬與績效連動機制，檢視整體薪酬結構，逐年提高具貢獻員工之報酬比例，並推動留才與激勵措施，以提升人力競爭力。",
"其他電子業","6830","汎銓","666819","517","1290","1220","5.74%","1011","989","2.22%","1.34","1429","9.28","N","N","N","","",
"電子零組件業","6834","天二科技","211318","389","543","483","12.42%","487","442","10.18%","0.64","994","6.57","N","N","N","","",
"電子零組件業","6835","圓裕","41320","46","898","804","11.69%","826","743","11.17%","4.06","994","6.57","N","N","N","","",
"生技醫療業","6838","台新藥","15534","13","1195","0","0.00%","1006","0","0.00%","-1.43","841","3.76","N","N","N","","",
"生技醫療業","6861","睿生光電","323632","309","1047","1003","4.39%","931","854","9.02%","3.75","841","3.76","N","N","N","","",
"綠能環保","6869","雲豹能源","95588","103","928","1064","-12.78%","818","855","-4.33%","8.89","863","4.37","N","N","Y","公司將經營績效與員工薪酬緊密連結，績效成果反映於薪資調整、酬勞分配與績效獎金等，並經由薪酬委員會審核確保合理性。平均薪資逐年成長，並兼顧公平與激勵。","透過以下面向，確保薪酬合理反映員工貢獻，維持競爭力、吸引人才加入、保持內部公平性。
1.績效導向薪酬制度 
2.定期薪酬結構檢討 
3.強化教育訓練。
4.完善溝通機制 
5.結合永續發展目標",
"綠能環保","6873","泓德能源","210661","178","1183","1160","1.98%","959","946","1.37%","11.10","863","4.37","N","N","N","","",
"生技醫療業","6885","全福生技","24587","20","1229","0","0.00%","1214","0","0.00%","-2.70","841","3.76","N","N","N","","",
"其他","6901","鑽石投資","34601","17","2035","1916","6.21%","1173","1350","-13.11%","-2.96","969","3.42","N","N","N","","",
"數位雲端","6902","GOGOLOOK","265059","199","1332","1363","-2.27%","1211","1179","2.71%","-1.24","1014","8.69","N","N","N","","",
"數位雲端","6906","現觀科","148812","124","1200","0","0.00%","1070","0","0.00%","3.56","1014","8.69","N","N","N","","",
"其他","6914","阜爾運通","162702","233","698","0","0.00%","595","0","0.00%","7.14","969","3.42","N","Y","N","由於『其他產業別』中組成多元，行業間特性差異大，且本公司的薪資平均數為5萬8仟高於主計處統計之4萬9仟達17%。","1. 參考同業及主計處數據並優化現行薪資結構。
2. 建立證照加給制度，提昇專業與經常性薪資。",
"光電業","6916","華凌","141400","213","664","630","5.40%","613","613","0.00%","0.47","1015","1.21","N","N","N","","",
"生技醫療業","6919","康霈*","26513","34","780","0","0.00%","727","0","0.00%","-4.12","841","3.76","N","N","N","","",
"綠能環保","6923","中台","137238","175","784","0","0.00%","655","0","0.00%","4.80","863","4.37","N","Y","N","本公司外籍移工占比34.25%，從事基礎工作致平均薪資偏低。各事業體依經營績效與職務性質設定合理薪酬，113年度獲利成長包含來自環境整治工程事業，該業務人力占比低，對整體薪酬水準影響較大。","114年初已依工作績效調薪2%至5%，並規劃設立員工持股信託制度，強化長期激勵與共享成果，持續檢討薪資結構，逐步提升整體薪酬水準與市場競爭力。",
"電腦及週邊設備業","6928","攸泰科技","311133","334","932","0","0.00%","791","0","0.00%","-0.82","1404","6.67","N","N","N","","",
"生技醫療業","6931","青松健康","174328","351","497","0","0.00%","458","0","0.00%","0.68","841","3.76","Y","N","N","本公司多數員工為基層照顧人員，薪酬結構受限於政府給付標準。雖年薪未達50萬元，惟已依市場行情給予具競爭力待遇，並透過獎金與福利反映經營績效，兼顧永續經營與員工保障。","本公司已定期進行薪資市場行情調查，將逐年提升員工薪酬水準，並透過營收多元化、提升服務量能與效率，增加可分配資源，強化績效獎金機制，逐步改善薪資結構與待遇。",
"生技醫療業","6936","永鴻生技","171516","168","1021","0","0.00%","811","0","0.00%","2.06","841","3.76","N","N","N","","",
