產業類別,公司代號,公司名稱,非擔任主管職務之全時員工資訊-員工薪資總額(仟元),非擔任主管職務之全時員工資訊-員工人數-年度平均(人),非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-114年,非擔任主管職務之全時員工資訊-員工薪資-平均數(仟元/人)-113年,員工薪資-平均數調整變動情形(%),非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-114年,非擔任主管職務之全時員工資訊-員工薪資-中位數(仟元/人)-113年,員工薪資-中位數調整變動情形(%),非擔任主管職務之全時員工資訊-每股盈餘(元/股),非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-平均數(仟元)-114年,非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-平均數(仟元)-113年,非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-平均數調整變動情形(%),非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-平均數(仟元)-114年,非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-平均數(仟元)-113年,非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-平均數調整變動情形(%),非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-中位數(仟元)-114年,非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-中位數(仟元)-113年,非擔任主管職務之全時員工性別薪資資訊-男性員工薪資-中位數調整變動情形(%),非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-中位數(仟元)-114年,非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-中位數(仟元)-113年,非擔任主管職務之全時員工性別薪資資訊-女性員工薪資-中位數調整變動情形(%),同業公司資訊-員工薪資-平均數(仟元/人),同業公司資訊-平均每股盈餘(元/股),薪資統計情形-非經理人之全時員工薪資平均數未達50萬元,薪資統計情形-公司EPS獲利表現較同業為佳，惟非經理人之全時員工薪資平均數低於同業水準,薪資統計情形-公司EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少),薪資統計情形-公司經營績效與員工薪酬之關聯性及合理性說明,薪資統計情形-具體改善措施說明
"數位雲端","6763","綠界科技*","184850","195","948","908","4.41%","856","806","6.20%","4.21","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","872","3.20","N","N","N","","",
"生技醫療業","6767","台微醫","32412","47","690","670","2.99%","583","599","-2.67%","-0.49","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","798","1.60","N","N","N","","",
"生技醫療業","6785","昱展新藥","19937","22","906","925","-2.05%","727","706","2.97%","-1.19","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","798","1.60","N","N","N","","",
"半導體業","6788","華景電","239519","168","1426","1261","13.08%","1286","1137","13.10%","17.36","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"資訊服務業","6791","虎門科技","104310","103","1013","955","6.07%","850","823","3.28%","4.16","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1016","3.17","N","N","N","","",
"綠能環保","6803","崑鼎","155579","119","1307","1256","4.06%","979","906","8.06%","18.44","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","776","3.07","N","N","N","","",
"運動休閒","6804","明係","78135","155","504","503","0.20%","426","410","3.90%","-2.83","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","632","1.71","N","N","N","","",
"數位雲端","6811","宏碁資訊","438901","287","1529","1492","2.48%","1371","1379","-0.58%","14.36","          1,476","不適用","-","          1,593","不適用","-","          1,388","不適用","-","          1,353","不適用","-","872","3.20","N","N","N","","",
"電子零組件業","6821","聯寶","50601","60","843","841","0.24%","600","594","1.01%","1.13","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"半導體業","6823","濾能","93414","166","563","571","-1.40%","499","500","-0.20%","-7.92","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"半導體業","6829","千附精密","347584","506","687","690","-0.43%","652","632","3.16%","3.95","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"其他電子業","6840","東研信超","121176","180","673","656","2.59%","550","488","12.70%","1.58","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","975","4.62","N","N","N","","",
"生技醫療業","6841","長佳智能","56521","69","819","682","20.09%","715","584","22.43%","0.89","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","798","1.60","N","N","N","","",
"電機機械","6843","進典","79901","114","701","679","3.24%","555","557","-0.36%","2.20","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","747","1.65","N","Y","N","本公司員工薪酬係依職務內容、專業能力、績效表現及公司營運成果綜合訂定，並連結績效獎金及員工酬勞制度。
因同業規模、產品結構及人力配置差異，致薪資水準有所不同。","本公司將持續參酌市場薪資水準及營運成果，適時辦理調薪並優化獎酬制度，
透過績效獎金、員工福利及教育訓練等措施，提升員工薪酬競爭力及留任效果。",
"生技醫療業","6844","諾貝兒","454289","730","622","611","1.80%","578","564","2.48%","2.35","            671","不適用","-","            605","不適用","-","            603","不適用","-","            572","不適用","-","798","1.60","N","Y","N","公司以藥局零售業為主，藥師屬高薪專業職位，薪資水準高，但人數比例相對低；其餘多為門市與基層職員，薪資水準偏低，在整個薪資構面呈現拉高個別薪酬但壓低整體平均。公司將檢視獎金及考核制度以建立薪酬之合理性。","公司會依員工個人績效表現及對公司貢獻度並參考同業水準給予合理的薪資報酬。",
"食品工業","6846","綠茵","133663","140","955","923","3.47%","740","734","0.82%","5.39","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","767","3.60","N","N","N","","",
"其他電子業","6855","數泓科","79245","96","825","766","7.70%","723","690","4.78%","7.85","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","975","4.62","N","Y","N","本公司獲利主要來自高毛利產品銷售及營運效率提升，惟因生產線員工占整體員工比例較高，致平均薪資水準低於部分同業。本公司薪酬政策係依經營績效及獲利情形適時調整，經營成果與員工薪酬具合理關聯性。","本公司已於章程訂定員工酬勞提撥相關規定，並依董事會決議辦理基層員工酬勞分配，透過共享經營成果機制，持續提升員工薪酬及福利水準。",
"文化創意業","6856","鑫傳","69333","97","715","676","5.77%","601","580","3.62%","2.62","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1438","7.43","N","N","N","","",
"光電業","6859","伯特光","195580","310","631","594","6.23%","577","546","5.68%","2.86","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","882","2.40","N","Y","N","本公司114年EPS獲利表現相較同業平均數高，主係受惠手機終端銷售回溫，精密鏡頭模具需求增加及半導體產業相關產品的營收挹注，致營業收入大幅增加。","1.每年度落實員工績效考核並調漲員工薪資。
2.於公司章程明定提撥一定比率(目前不低於50%)之員工酬勞並分配予基層員工。
3.制定並推行多項員工獎酬措施。
4.本公司114年已提升員工薪資平均數約6%。",
"數位雲端","6865","偉康科技","128802","109","1182","1120","5.54%","1091","1052","3.71%","1.52","          1,218","不適用","-","          1,065","不適用","-","          1,125","不適用","-","            991","不適用","-","872","3.20","N","N","N","","",
"數位雲端","6870","騰雲","147118","180","817","797","2.51%","726","656","10.67%","7.08","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","872","3.20","N","Y","N","因應公司長期發展需求，近年持續晉用年輕人才，致平均資歷較淺，薪資水準與同業有所差異。惟114年度非經常性薪資較113年度成長約14%，顯示公司持續提升員工薪酬並共享經營成果。","持續檢視市場薪酬水準及產業趨勢，適時優化薪酬結構；強化績效與獎酬連結，提升員工共享經營成果；完善人才發展制度，透過教育訓練提升員工專業能力與薪資成長空間。",
"生技醫療業","6872","浩宇生醫","22315","23","970","969","0.10%","1016","974","4.31%","-2.14","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","798","1.60","N","N","N","","",
"資訊服務業","6874","倍力","94228","80","1178","1220","-3.44%","1007","1100","-8.45%","3.16","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1016","3.17","N","N","N","","",
"生技醫療業","6875","國邑*","49474","42","1178","1153","2.17%","1005","948","6.01%","-2.97","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","798","1.60","N","N","N","","",
"其他電子業","6877","鏵友益","110103","124","888","806","10.17%","757","695","8.92%","0.59","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","975","4.62","N","N","N","","",
"其他","6881","潤德","116761","105","1112","1063","4.61%","1011","964","4.88%","19.42","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","712","1.85","N","N","N","","",
"資訊服務業","6884","海柏特","78764","65","1212","0","0.00%","1163","0","0.00%","2.05","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1016","3.17","N","N","N","","",
"綠能環保","6894","衛司特","79540","65","1224","1056","15.91%","995","913","8.98%","10.99","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","776","3.07","N","N","N","","",
"半導體業","6895","宏碩系統","75082","109","689","683","0.88%","597","611","-2.29%","3.61","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"光電業","6899","創為精密","181563","284","639","608","5.10%","530","496","6.85%","3.59","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","882","2.40","N","Y","N","薪酬委員會制定政策，透過目標設定與考核面談，將績效結果作為晉升、調薪與獎金依據。獎金連結公司經營績效與淨利，依章程提撥0.1%至15%為員工酬勞，基層員工分配不低於20%。","1.本公司每年皆依人力銀行調查市場薪資行情提出薪資調整，114年度薪資平均調幅約3.27%，115年預計薪資平均調幅3~5%。
2.設廠台灣，員工結構偏屬製造業，直接員工和外籍員工佔比59%，故薪資平均數略低。",
"其他電子業","6903","巨漢","119979","112","1071","1126","-4.88%","892","931","-4.19%","10.62","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","975","4.62","N","N","Y","本年度因應營運擴張積極招募基層員工，新進基層同仁佔比隨之提升，故稀釋整體平均數值。","本公司章程明定提撥年度盈餘作為員工酬勞，同時建立完善的晉升與調薪機制，每年依據營運績效與個人表現落實調整。",
"其他","6904","伯鑫","76695","133","577","552","4.53%","528","510","3.53%","5.44","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","712","1.85","N","Y","N","本公司EPS獲利表現雖優於同業，惟受到整體營收較前一年度下滑3.05%之影響，然公司仍積極照顧員工，整體全時員工薪資平均數較去年成長4.53%。","未來將透過年終獎金及多元激勵機制反映經營成果。",
"數位雲端","6910","德鴻","77898","76","1025","0","0.00%","976","0","0.00%","2.00","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","872","3.20","N","N","N","","",
"電子零組件業","6913","鴻呈","67501","63","1071","933","14.79%","872","795","9.69%","4.34","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"電腦及週邊設備業","6922","宸曜","193371","173","1118","1091","2.47%","971","972","-0.10%","6.90","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","924","3.90","N","N","N","","",
"數位雲端","6925","意藍","67146","88","763","0","0.00%","676","0","0.00%","3.11","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","872","3.20","N","N","N","","",
"生技醫療業","6929","佑全","485440","815","596","606","-1.65%","506","508","-0.39%","-1.63","            773","不適用","-","            557","不適用","-","            740","不適用","-","            490","不適用","-","798","1.60","N","N","N","","",
"半導體業","6953","家碩","196790","118","1668","1640","1.71%","1539","1405","9.54%","7.99","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"觀光餐旅","6961","旅天下","106550","149","715","0","0.00%","619","0","0.00%","4.23","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","640","0.88","N","N","N","","",
"電子零組件業","6967","汎瑋材料","40813","56","729","646","12.85%","631","570","10.70%","4.02","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","Y","N","本公司114年度EPS成長19.3%，非主管全時員工平均薪資同步成長12.8%，顯示經營成果已適度反映於員工薪酬，並透過調薪、獎酬及福利制度持續提升員工整體待遇。","115年度將持續檢視薪酬制度與市場競爭力，辦理年度調薪及績效獎酬，並持續提供員工酬勞與各項福利措施，提升員工整體待遇，逐步強化人才留任及縮短與同業薪資差距。",
"居家生活","6968","萬達寵物","391919","672","583","563","3.55%","512","497","3.02%","2.46","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","708","5.75","N","N","N","","",
"綠能環保","6971","惠民實業","498064","879","567","0","0.00%","480","0","0.00%","2.42","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","776","3.07","N","N","N","","",
"電機機械","6982","大井泵浦","277630","442","628","643","-2.33%","556","566","-1.77%","0.06","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","747","1.65","N","N","N","","",
"半導體業","6996","力領科技","308152","117","2634","2723","-3.27%","2569","2570","-0.04%","12.15","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"數位雲端","6997","博弘","109893","100","1099","1046","5.07%","938","886","5.87%","5.11","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","872","3.20","N","N","N","","",
"光電業","7402","邑錡","61559","58","1061","988","7.39%","857","787","8.89%","0.10","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","882","2.40","N","N","N","","",
"數位雲端","7547","碩網","88738","103","862","0","0.00%","738","0","0.00%","2.65","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","872","3.20","N","N","N","","",
"半導體業","7556","意德士科技","25056","30","835","759","10.01%","674","668","0.90%","7.10","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","Y","N","本公司114年度EPS優於同業，主係受惠產業趨勢、產品組合優化及營運效率提升。平均薪資差異係因公司規模及人力結構因素，整體薪酬制度具合理性。","將定期檢視薪酬水準，優化績效獎酬與留才制度，確保薪酬與公司獲利連動，提升員工競爭力及共享經營成果。",
"文化創意業","7584","樂意","112948","170","664","656","1.22%","577","570","1.23%","-1.98","            719","不適用","-","            606","不適用","-","            620","不適用","-","            541","不適用","-","1438","7.43","N","N","N","","",
"電機機械","7642","昶瑞機電","40049","92","435","0","0.00%","407","0","0.00%","3.29","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","747","1.65","Y","Y","N","員工薪資結構及說明如下：
1.固定薪資
依職務內容、專業能力、市場薪資行情及個人資歷訂定。
2.績效獎金
依個人績效考核結果核發。
3.員工酬勞
依公司章程，於公司獲利時提撥作為員工酬勞。","具體改善措施方向如下：
短期（1~2年內）：平均薪資提升3%~10%。
中期（3~5年內）：非經理人全時員工平均薪資達50萬元以上。
長期：建立具市場競爭力之薪酬制度，提升人才吸引與留任能力。",
"其他電子業","7703","銳澤","182941","204","897","881","1.82%","789","772","2.20%","8.72","            960","不適用","-","            803","不適用","-","            848","不適用","-","            706","不適用","-","975","4.62","N","Y","N","公司因業務擴充，基層同仁人數持續增加，組職持續年輕化，公司114年度平均薪資調整幅度6.3%，在職員工隨年資及通過培訓後穩定提升薪資所得。","115年度預計調薪幅度不低於6%，並提供員工完整在職培訓及升遷管道，縮短員工培訓、升遷及調薪時程，提供員工明確快速的升遷與調薪管道。",
"半導體業","7704","明遠精密","106914","121","884","990","-10.71%","800","872","-8.26%","2.07","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"觀光餐旅","7708","全家餐飲","423319","604","701","691","1.45%","639","624","2.40%","6.46","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","640","0.88","N","N","N","","",
"電機機械","7709","榮田","125310","176","712","752","-5.32%","616","663","-7.09%","2.48","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","747","1.65","N","Y","N","本公司薪資含月薪、年終、員工酬勞與生產獎金。依章程提撥不低於1%作員工酬勞，公發後實際提列約獲利12%：113年24,454仟元(EPS 5.19元)、114年13,296仟元(EPS 2.48元)。","本公司視產業狀況、物價波動、基本薪資調整等綜合考量，已規劃於下半年進行薪資調整，整體調薪幅度約為3-5%。此外基層員工調薪幅度將優於「非擔任主管職務之全時員工」。",
"半導體業","7712","博盛半導體","76276","60","1271","1614","-21.25%","1091","1364","-20.01%","5.42","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","Y","N","EPS與半導體的分類比較，實不符中小企業，資本額在3.26億的IC設計公司。本公司的人力競爭也處處不如半導體企業。因2025年EPS驟降，股東反應不佳，惟員工酬金均依規定辦理。","2026年如公司經營進步，將會提請獎勵提案，儘量做到投資者與員工的照顧。",
"生技醫療業","7713","威力德生醫","27625","36","767","0","0.00%","660","0","0.00%","4.64","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","798","1.60","N","Y","N","本公司總部位於高雄市，薪資水準係參照南部地區市場行情訂定；又因本年度人員異動增加，新進人員比例提高，且其薪資水準相對較低，致平均薪資較同業略低。","本公司將持續優化員工福利制度，推動友善職場與幸福企業文化，提升員工關懷及工作滿意度，降低離職率並穩定人才留任，以提升整體薪資水準與競爭力。",
"數位雲端","7714","創泓科技","56737","64","887","844","5.09%","729","677","7.68%","6.33","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","872","3.20","N","N","N","","",
"綠能環保","7715","裕山","149428","174","859","834","3.00%","703","703","0.00%","3.09","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","776","3.07","N","N","N","","",
"航運業","7716","昱臺國際","120099","140","858","0","0.00%","682","0","0.00%","2.23","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","919","3.07","N","N","N","","",
"電機機械","7718","友鋮","103996","105","990","1093","-9.42%","958","1035","-7.44%","3.75","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","747","1.65","N","N","N","","",
"觀光餐旅","7723","築間","954028","1654","577","0","0.00%","525","0","0.00%","-6.69","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","640","0.88","N","N","N","","",
"其他電子業","7728","光焱科技","47762","56","853","822","3.77%","662","643","2.95%","4.92","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","975","4.62","N","N","N","","",
"半導體業","7734","印能科技","139853","106","1319","1313","0.46%","1117","1161","-3.79%","33.50","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","Y","N","2025年因應市場需求進行產能擴張，招募大量新進基層同仁，由於新進同仁年資尚輕，依公司現行薪酬制度，未能參與全年度之績效獎金分配，致短期內整體平均薪資因『員工結構改變』而暫時低於同業水準。","擬增設「季度激勵金」，讓優秀新人提早分享公司產能擴張的營運成果。針對產能擴張核心職務之進行結構性調薪，確保同仁固定本薪具備同業競爭力。檢討「新人加速養成計畫」，同仁通過考核可提早進行職級晉升並調薪。",
"數位雲端","7738","東聯互動","43300","45","962","0","0.00%","943","0","0.00%","14.61","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","872","3.20","N","N","N","","",
"食品工業","7743","金利食安","64956","117","555","0","0.00%","509","0","0.00%","0.57","            540","不適用","-","            566","不適用","-","            504","不適用","-","            521","不適用","-","767","3.60","N","N","N","","",
"電子零組件業","7744","崴寶","7942","6","1324","0","0.00%","863","0","0.00%","16.28","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"數位雲端","7747","昕奇雲端","19270","24","803","0","0.00%","758","0","0.00%","4.04","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","872","3.20","N","Y","N","主要係因商業模式及人力結構與部分同業有所差異，致平均薪資受結構性因素影響而有所落差。另本公司EPS係反映集團整體經營成果與員工薪資統計範圍基礎不同。本公司除固定薪資外亦透過獎金及員工酬勞等共享經營成果。","本公司將持續參考同業薪酬水準及市場人才供需情形，定期檢討薪酬制度與獎酬機制，並依營運成果及員工績效適時調整薪資及獎酬，強化人才培育、職涯發展及留才措施，提升薪酬競爭力並共享經營成果。",
"半導體業","7751","竑騰","199584","135","1478","0","0.00%","1338","0","0.00%","20.50","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"光電業","7753","星亞","117817","134","879","0","0.00%","743","0","0.00%","4.22","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","882","2.40","N","Y","N","(1)薪資平均數略低於同業水準3仟元，係因公司人力結構直接人員約三成，經營型態製造基層人力佔比較高。
(2)本公司114年獲利較同期增加，員工薪資平均數及中位數均有增加，透過每年績效評估作為薪資報酬依據。","(1)本公司新進員工薪資係參考市場行情及考量過往工作經驗及績效等因素評定，應屬合理機制。
(2)本公司如有獲利，會依照獲利狀況發放年終獎金及員工酬勞，透過績效制度反映員工薪酬結果。",
"觀光餐旅","7757","金色三麥","330024","480","688","0","0.00%","617","0","0.00%","8.97","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","640","0.88","N","N","N","","",
"資訊服務業","7767","仁大資訊","259058","422","614","0","0.00%","523","0","0.00%","4.18","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1016","3.17","N","Y","N","本公司每股盈餘（EPS）高於同業平均水準，惟非經理人全時員工平均薪資仍低於同業，主要係因本公司業務以終端設備之維護與安裝為主，相關工程師所需專業技能相對較低，且人員流動率較高，致整體薪資水準偏低。","惟本公司已注意此情形，並於近兩年逐步進行薪資結構調整，惟考量整體營運與成本配置，尚無法一次大幅提升。114年度非經理人全時員工平均薪資已由595千元提升至614千元，顯見本公司已持續朝改善薪酬水準之方向努力。",
"半導體業","7770","君曜","34337","23","1493","0","0.00%","1337","0","0.00%","3.00","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"其他","7777","能率亞洲","1156","2","578","0","0.00%","575","0","0.00%","0.58","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","712","1.85","N","N","N","","",
"居家生活","7782","光速火箭","46299","63","735","0","0.00%","470","0","0.00%","2.13","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","708","5.75","N","N","N","","",
"數位雲端","7805","威聯通","836014","848","986","0","0.00%","839","0","0.00%","44.56","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","872","3.20","N","N","N","","",
"半導體業","7810","捷創科技","222314","238","934","0","0.00%","822","0","0.00%","6.25","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","Y","N","半導體業多元環節，各領域職務性質差異大，薪資不盡相同；本公司為設備服務公司，直接人力約佔整體人力五成，致平均薪資相對較低；114年EPS獲利較前年增加，薪資平均數亦較前年高，故員工薪酬與經營績效有正關聯。","本公司每年度皆參考市場薪資報告進行薪資調整，確保薪酬水準具市場競爭力。",
"運動休閒","7811","民盛","76118","89","855","0","0.00%","742","0","0.00%","8.10","            814","不適用","-","            854","不適用","-","            679","不適用","-","            781","不適用","-","632","1.71","N","N","N","","",
"半導體業","7828","創新服務","113414","93","1220","0","0.00%","1089","0","0.00%","6.33","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","Y","N","2025年度因應公司營運發展需求，人力規模快速擴增，新進人員比例顯著提高。
新進人員多屬到職未滿一年且年資較淺，薪資水準相對較低，因此影響整體平均薪資結果。","2026年公司持續提升員工福利，推動執行員工持股信託制度，以強化員工向心力及留才效益。
未來將持續延攬優秀人才，與公司共同成長發展。",
"半導體業","8024","佑華","79397","81","980","957","2.40%","901","893","0.90%","-2.55","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","N","","",
"電機機械","8027","鈦昇","204236","259","789","713","10.66%","753","667","12.89%","-0.93","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","747","1.65","N","N","N","","",
"電子通路業","8032","光菱","126537","95","1332","1336","-0.30%","1265","1307","-3.21%","2.19","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","842","0.99","N","N","Y","114年度因高薪資深員工退休離職，補足之新進基層人員與其存在自然薪資落差。在基層員工比例增加之稀釋效應下，使平均薪資計算下滑，此屬世代交替之正常現象。本公司薪酬政策未變，員工薪資與經營績效仍具合理關聯。","本公司將持續參與市場薪資調查以確保薪酬競爭力，並透過落實績效獎勵與晉升機制，依公司獲利狀況給予員工實質回饋，藉以逐步帶動基層人員之整體薪資水準。",
"通信網路業","8034","榮群","74253","77","964","900","7.11%","833","780","6.79%","1.42","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","882","2.29","N","N","N","","",
"電子零組件業","8038","長園科","16473","30","549","632","-13.13%","429","537","-20.11%","0.92","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","Y","公司EPS較前一年度成長，惟非經理人之全時員工薪資平均數較前一年度減少，主係因公司在員工結構上做調整，新增較多基礎薪資之員工所致。","公司預計每年度重新評估市場行情、工作表現及相關指標敘薪。",
"半導體業","8040","九暘","158999","101","1574","1841","-14.50%","1456","1592","-8.54%","-0.60","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","1400","5.37","N","N","Y","1.員工薪資-平均數優於同業
2.較前一年度減少之原因係因資深高薪同仁退休離職
  新資費用相對減少","本公司將持續優化薪酬與人才管理機制，以強化組織競爭力。",
"電子零組件業","8042","金山電","43010","57","755","732","3.14%","557","583","-4.46%","0.89","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","N","","",
"電子零組件業","8043","蜜望實","62769","80","785","896","-12.39%","657","765","-14.12%","1.67","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","797","2.47","N","N","Y","114年度平均數與中位數較113年度減少，主要係因113年度有庫藏股轉讓予員工所致。","114年度平均數與中位數較113年度減少，主要係因113年度有庫藏股轉讓予員工所致。
故無需調整之情事。",
"數位雲端","8044","網家","764821","1183","647","673","-3.86%","550","577","-4.68%","-4.62","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","872","3.20","N","N","N","","",
"其他電子業","8047","星雲","85421","106","806","800","0.75%","702","682","2.93%","-0.78","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","975","4.62","N","N","N","","",
"通信網路業","8048","德勝","95543","106","901","862","4.52%","819","810","1.11%","2.67","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","882","2.29","N","N","N","","",
"光電業","8049","晶采","104678","135","775","763","1.57%","604","582","3.78%","1.72","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","不適用","不適用","-","882","2.40","N","N","N","","",
